,0
29951,1134898
29952,1143682
29953,1161250
29954,1170034
29955,1178818
29956,1187602
29957,1196386
29958,1205170
29959,1213954
29960,1222738
29961,1231522
29962,1240306
29963,1257874
29964,1266658
29965,1275442
29966,1284226
29967,1293010
29968,1301794
29969,1319362
29970,678154
29971,774778
29972,871402
29973,968026
29974,1064650
29975,1152490
29976,1249114
29977,1310602
29978,1345738
29979,686938
29980,695722
29981,704506
29982,713290
29983,722074
29984,730858
29985,748426
29986,757210
29987,765994
29988,783562
29989,792346
29990,801130
29991,809914
29992,818698
29993,827482
29994,836266
29995,845050
29996,853834
29997,862618
29998,880186
29999,888970
30000,897754
30001,906538
30002,915322
30003,924106
30004,932890
30005,941674
30006,950458
30007,959242
30008,976810
30009,985594
30010,994378
30011,1003162
30012,1011946
30013,1020730
30014,1029514
30015,1038298
30016,1047082
30017,1055866
30018,1073434
30019,1082218
30020,1091002
30021,1099786
30022,1108570
30023,1117354
30024,1126138
30025,1134922
30026,1143706
30027,1161274
30028,1170058
30029,1178842
30030,1187626
30031,1196410
30032,1205194
30033,1213978
30034,1222762
30035,1231546
30036,1240330
30037,1257898
30038,1266682
30039,1275466
30040,1284250
30041,1293034
30042,1301818
30043,1319386
30044,678178
30045,774802
30046,871426
30047,968050
30048,1064674
30049,1152514
30050,1249138
30051,1310626
30052,1345762
30053,686962
30054,695746
30055,704530
30056,713314
30057,722098
30058,730882
30059,748450
30060,757234
30061,766018
30062,783586
30063,792370
30064,801154
30065,809938
30066,818722
30067,827506
30068,836290
30069,845074
30070,853858
30071,862642
30072,880210
30073,888994
30074,897778
30075,906562
30076,915346
30077,924130
30078,932914
30079,941698
30080,950482
30081,959266
30082,976834
30083,985618
30084,994402
30085,1003186
30086,1011970
30087,1020754
30088,1029538
30089,1038322
30090,1047106
30091,1055890
30092,1073458
30093,1082242
30094,1091026
30095,1099810
30096,1108594
30097,1117378
30098,1126162
30099,1134946
30100,1143730
30101,1161298
30102,1170082
30103,1178866
30104,1187650
30105,1196434
30106,1205218
30107,1214002
30108,1222786
30109,1231570
30110,1240354
30111,1257922
30112,1266706
30113,1275490
30114,1284274
30115,1293058
30116,1301842
30117,1319410
30118,678202
30119,774826
30120,871450
30121,968074
30122,1064698
30123,1152538
30124,1249162
30125,1310650
30126,1345786
30127,686986
30128,695770
30129,704554
30130,713338
30131,722122
30132,730906
30133,748474
30134,757258
30135,766042
30136,783610
30137,792394
30138,801178
30139,809962
30140,818746
30141,827530
30142,836314
30143,845098
30144,853882
30145,862666
30146,880234
30147,889018
30148,897802
30149,906586
30150,915370
30151,924154
30152,932938
30153,941722
30154,950506
30155,959290
30156,976858
30157,985642
30158,994426
30159,1003210
30160,1011994
30161,1020778
30162,1029562
30163,1038346
30164,1047130
30165,1055914
30166,1073482
30167,1082266
30168,1091050
30169,1099834
30170,1108618
30171,1117402
30172,1126186
30173,1134970
30174,1143754
30175,1161322
30176,1170106
30177,1178890
30178,1187674
30179,1196458
30180,1205242
30181,1214026
30182,1222810
30183,1231594
30184,1240378
30185,1257946
30186,1266730
30187,1275514
30188,1284298
30189,1293082
30190,1301866
30191,1319434
30192,678226
30193,774850
30194,871474
30195,968098
30196,1064722
30197,1152562
30198,1249186
30199,1310674
30200,1345810
30201,687010
30202,695794
30203,704578
30204,713362
30205,722146
30206,730930
30207,748498
30208,757282
30209,766066
30210,783634
30211,792418
30212,801202
30213,809986
30214,818770
30215,827554
30216,836338
30217,845122
30218,853906
30219,862690
30220,880258
30221,889042
30222,897826
30223,906610
30224,915394
30225,924178
30226,932962
30227,941746
30228,950530
30229,959314
30230,976882
30231,985666
30232,994450
30233,1003234
30234,1012018
30235,1020802
30236,1029586
30237,1038370
30238,1047154
30239,1055938
30240,1073506
30241,1082290
30242,1091074
30243,1099858
30244,1108642
30245,1117426
30246,1126210
30247,1134994
30248,1143778
30249,1161346
30250,1170130
30251,1178914
30252,1187698
30253,1196482
30254,1205266
30255,1214050
30256,1222834
30257,1231618
30258,1240402
30259,1257970
30260,1266754
30261,1275538
30262,1284322
30263,1293106
30264,1301890
30265,1319458
30266,678250
30267,774874
30268,871498
30269,968122
30270,1064746
30271,1152586
30272,1249210
30273,1310698
30274,1345834
30275,687034
30276,695818
30277,704602
30278,713386
30279,722170
30280,730954
30281,748522
30282,757306
30283,766090
30284,783658
30285,792442
30286,801226
30287,810010
30288,818794
30289,827578
30290,836362
30291,845146
30292,853930
30293,862714
30294,880282
30295,889066
30296,897850
30297,906634
30298,915418
30299,924202
30300,932986
30301,941770
30302,950554
30303,959338
30304,976906
30305,985690
30306,994474
30307,1003258
30308,1012042
30309,1020826
30310,1029610
30311,1038394
30312,1047178
30313,1055962
30314,1073530
30315,1082314
30316,1091098
30317,1099882
30318,1108666
30319,1117450
30320,1126234
30321,1135018
30322,1143802
30323,1161370
30324,1170154
30325,1178938
30326,1187722
30327,1196506
30328,1205290
30329,1214074
30330,1222858
30331,1231642
30332,1240426
30333,1257994
30334,1266778
30335,1275562
30336,1284346
30337,1293130
30338,1301914
30339,1319482
30340,678274
30341,774898
30342,871522
30343,968146
30344,1064770
30345,1152610
30346,1249234
30347,1310722
30348,1345858
30349,687058
30350,695842
30351,704626
30352,713410
30353,722194
30354,730978
30355,748546
30356,757330
30357,766114
30358,783682
30359,792466
30360,801250
30361,810034
30362,818818
30363,827602
30364,836386
30365,845170
30366,853954
30367,862738
30368,880306
30369,889090
30370,897874
30371,906658
30372,915442
30373,924226
30374,933010
30375,941794
30376,950578
30377,959362
30378,976930
30379,985714
30380,994498
30381,1003282
30382,1012066
30383,1020850
30384,1029634
30385,1038418
30386,1047202
30387,1055986
30388,1073554
30389,1082338
30390,1091122
30391,1099906
30392,1108690
30393,1117474
30394,1126258
30395,1135042
30396,1143826
30397,1161394
30398,1170178
30399,1178962
30400,1187746
30401,1196530
30402,1205314
30403,1214098
30404,1222882
30405,1231666
30406,1240450
30407,1258018
30408,1266802
30409,1275586
30410,1284370
30411,1293154
30412,1301938
30413,1319506
30414,678298
30415,774922
30416,871546
30417,968170
30418,1064794
30419,1152634
30420,1249258
30421,1310746
30422,1345882
30423,687082
30424,695866
30425,704650
30426,713434
30427,722218
30428,731002
30429,748570
30430,757354
30431,766138
30432,783706
30433,792490
30434,801274
30435,810058
30436,818842
30437,827626
30438,836410
30439,845194
30440,853978
30441,862762
30442,880330
30443,889114
30444,897898
30445,906682
30446,915466
30447,924250
30448,933034
30449,941818
30450,950602
30451,959386
30452,976954
30453,985738
30454,994522
30455,1003306
30456,1012090
30457,1020874
30458,1029658
30459,1038442
30460,1047226
30461,1056010
30462,1073578
30463,1082362
30464,1091146
30465,1099930
30466,1108714
30467,1117498
30468,1126282
30469,1135066
30470,1143850
30471,1161418
30472,1170202
30473,1178986
30474,1187770
30475,1196554
30476,1205338
30477,1214122
30478,1222906
30479,1231690
30480,1240474
30481,1258042
30482,1266826
30483,1275610
30484,1284394
30485,1293178
30486,1301962
30487,1319530
30488,678322
30489,774946
30490,871570
30491,968194
30492,1064818
30493,1152658
30494,1249282
30495,1310770
30496,1345906
30497,687106
30498,695890
30499,704674
30500,713458
30501,722242
30502,731026
30503,748594
30504,757378
30505,766162
30506,783730
30507,792514
30508,801298
30509,810082
30510,818866
30511,827650
30512,836434
30513,845218
30514,854002
30515,862786
30516,880354
30517,889138
30518,897922
30519,906706
30520,915490
30521,924274
30522,933058
30523,941842
30524,950626
30525,959410
30526,976978
30527,985762
30528,994546
30529,1003330
30530,1012114
30531,1020898
30532,1029682
30533,1038466
30534,1047250
30535,1056034
30536,1073602
30537,1082386
30538,1091170
30539,1099954
30540,1108738
30541,1117522
30542,1126306
30543,1135090
30544,1143874
30545,1161442
30546,1170226
30547,1179010
30548,1187794
30549,1196578
30550,1205362
30551,1214146
30552,1222930
30553,1231714
30554,1240498
30555,1258066
30556,1266850
30557,1275634
30558,1284418
30559,1293202
30560,1301986
30561,1319554
30562,678346
30563,774970
30564,871594
30565,968218
30566,1064842
30567,1152682
30568,1249306
30569,1310794
30570,1345930
30571,687130
30572,695914
30573,704698
30574,713482
30575,722266
30576,731050
30577,748618
30578,757402
30579,766186
30580,783754
30581,792538
30582,801322
30583,810106
30584,818890
30585,827674
30586,836458
30587,845242
30588,854026
30589,862810
30590,880378
30591,889162
30592,897946
30593,906730
30594,915514
30595,924298
30596,933082
30597,941866
30598,950650
30599,959434
30600,977002
30601,985786
30602,994570
30603,1003354
30604,1012138
30605,1020922
30606,1029706
30607,1038490
30608,1047274
30609,1056058
30610,1073626
30611,1082410
30612,1091194
30613,1099978
30614,1108762
30615,1117546
30616,1126330
30617,1135114
30618,1143898
30619,1161466
30620,1170250
30621,1179034
30622,1187818
30623,1196602
30624,1205386
30625,1214170
30626,1222954
30627,1231738
30628,1240522
30629,1258090
30630,1266874
30631,1275658
30632,1284442
30633,1293226
30634,1302010
30635,1319578
30636,678370
30637,774994
30638,871618
30639,968242
30640,1064866
30641,1152706
30642,1249330
30643,1310818
30644,1345954
30645,687154
30646,695938
30647,704722
30648,713506
30649,722290
30650,731074
30651,748642
30652,757426
30653,766210
30654,783778
30655,792562
30656,801346
30657,810130
30658,818914
30659,827698
30660,836482
30661,845266
30662,854050
30663,862834
30664,880402
30665,889186
30666,897970
30667,906754
30668,915538
30669,924322
30670,933106
30671,941890
30672,950674
30673,959458
30674,977026
30675,985810
30676,994594
30677,1003378
30678,1012162
30679,1020946
30680,1029730
30681,1038514
30682,1047298
30683,1056082
30684,1073650
30685,1082434
30686,1091218
30687,1100002
30688,1108786
30689,1117570
30690,1126354
30691,1135138
30692,1143922
30693,1161490
30694,1170274
30695,1179058
30696,1187842
30697,1196626
30698,1205410
30699,1214194
30700,1222978
30701,1231762
30702,1240546
30703,1258114
30704,1266898
30705,1275682
30706,1284466
30707,1293250
30708,1302034
30709,1319602
30710,678394
30711,775018
30712,871642
30713,968266
30714,1064890
30715,1152730
30716,1249354
30717,1310842
30718,1345978
30719,687178
30720,695962
30721,704746
30722,713530
30723,722314
30724,731098
30725,748666
30726,757450
30727,766234
30728,783802
30729,792586
30730,801370
30731,810154
30732,818938
30733,827722
30734,836506
30735,845290
30736,854074
30737,862858
30738,880426
30739,889210
30740,897994
30741,906778
30742,915562
30743,924346
30744,933130
30745,941914
30746,950698
30747,959482
30748,977050
30749,985834
30750,994618
30751,1003402
30752,1012186
30753,1020970
30754,1029754
30755,1038538
30756,1047322
30757,1056106
30758,1073674
30759,1082458
30760,1091242
30761,1100026
30762,1108810
30763,1117594
30764,1126378
30765,1135162
30766,1143946
30767,1161514
30768,1170298
30769,1179082
30770,1187866
30771,1196650
30772,1205434
30773,1214218
30774,1223002
30775,1231786
30776,1240570
30777,1258138
30778,1266922
30779,1275706
30780,1284490
30781,1293274
30782,1302058
30783,1319626
30784,678418
30785,775042
30786,871666
30787,968290
30788,1064914
30789,1152754
30790,1249378
30791,1310866
30792,1346002
30793,687202
30794,695986
30795,704770
30796,713554
30797,722338
30798,731122
30799,748690
30800,757474
30801,766258
30802,783826
30803,792610
30804,801394
30805,810178
30806,818962
30807,827746
30808,836530
30809,845314
30810,854098
30811,862882
30812,880450
30813,889234
30814,898018
30815,906802
30816,915586
30817,924370
30818,933154
30819,941938
30820,950722
30821,959506
30822,977074
30823,985858
30824,994642
30825,1003426
30826,1012210
30827,1020994
30828,1029778
30829,1038562
30830,1047346
30831,1056130
30832,1073698
30833,1082482
30834,1091266
30835,1100050
30836,1108834
30837,1117618
30838,1126402
30839,1135186
30840,1143970
30841,1161538
30842,1170322
30843,1179106
30844,1187890
30845,1196674
30846,1205458
30847,1214242
30848,1223026
30849,1231810
30850,1240594
30851,1258162
30852,1266946
30853,1275730
30854,1284514
30855,1293298
30856,1302082
30857,1319650
30858,678442
30859,775066
30860,871690
30861,968314
30862,1064938
30863,1152778
30864,1249402
30865,1310890
30866,1346026
30867,687226
30868,696010
30869,704794
30870,713578
30871,722362
30872,731146
30873,748714
30874,757498
30875,766282
30876,783850
30877,792634
30878,801418
30879,810202
30880,818986
30881,827770
30882,836554
30883,845338
30884,854122
30885,862906
30886,880474
30887,889258
30888,898042
30889,906826
30890,915610
30891,924394
30892,933178
30893,941962
30894,950746
30895,959530
30896,977098
30897,985882
30898,994666
30899,1003450
30900,1012234
30901,1021018
30902,1029802
30903,1038586
30904,1047370
30905,1056154
30906,1073722
30907,1082506
30908,1091290
30909,1100074
30910,1108858
30911,1117642
30912,1126426
30913,1135210
30914,1143994
30915,1161562
30916,1170346
30917,1179130
30918,1187914
30919,1196698
30920,1205482
30921,1214266
30922,1223050
30923,1231834
30924,1240618
30925,1258186
30926,1266970
30927,1275754
30928,1284538
30929,1293322
30930,1302106
30931,1319674
30932,678466
30933,775090
30934,871714
30935,968338
30936,1064962
30937,1152802
30938,1249426
30939,1310914
30940,1346050
30941,687250
30942,696034
30943,704818
30944,713602
30945,722386
30946,731170
30947,748738
30948,757522
30949,766306
30950,783874
30951,792658
30952,801442
30953,810226
30954,819010
30955,827794
30956,836578
30957,845362
30958,854146
30959,862930
30960,880498
30961,889282
30962,898066
30963,906850
30964,915634
30965,924418
30966,933202
30967,941986
30968,950770
30969,959554
30970,977122
30971,985906
30972,994690
30973,1003474
30974,1012258
30975,1021042
30976,1029826
30977,1038610
30978,1047394
30979,1056178
30980,1073746
30981,1082530
30982,1091314
30983,1100098
30984,1108882
30985,1117666
30986,1126450
30987,1135234
30988,1144018
30989,1161586
30990,1170370
30991,1179154
30992,1187938
30993,1196722
30994,1205506
30995,1214290
30996,1223074
30997,1231858
30998,1240642
30999,1258210
31000,1266994
31001,1275778
31002,1284562
31003,1293346
31004,1302130
31005,1319698
31006,678490
31007,775114
31008,871738
31009,968362
31010,1064986
31011,1152826
31012,1249450
31013,1310938
31014,1346074
31015,687274
31016,696058
31017,704842
31018,713626
31019,722410
31020,731194
31021,748762
31022,757546
31023,766330
31024,783898
31025,792682
31026,801466
31027,810250
31028,819034
31029,827818
31030,836602
31031,845386
31032,854170
31033,862954
31034,880522
31035,889306
31036,898090
31037,906874
31038,915658
31039,924442
31040,933226
31041,942010
31042,950794
31043,959578
31044,977146
31045,985930
31046,994714
31047,1003498
31048,1012282
31049,1021066
31050,1029850
31051,1038634
31052,1047418
31053,1056202
31054,1073770
31055,1082554
31056,1091338
31057,1100122
31058,1108906
31059,1117690
31060,1126474
31061,1135258
31062,1144042
31063,1161610
31064,1170394
31065,1179178
31066,1187962
31067,1196746
31068,1205530
31069,1214314
31070,1223098
31071,1231882
31072,1240666
31073,1258234
31074,1267018
31075,1275802
31076,1284586
31077,1293370
31078,1302154
31079,1319722
31080,678514
31081,775138
31082,871762
31083,968386
31084,1065010
31085,1152850
31086,1249474
31087,1310962
31088,1346098
31089,687298
31090,696082
31091,704866
31092,713650
31093,722434
31094,731218
31095,748786
31096,757570
31097,766354
31098,783922
31099,792706
31100,801490
31101,810274
31102,819058
31103,827842
31104,836626
31105,845410
31106,854194
31107,862978
31108,880546
31109,889330
31110,898114
31111,906898
31112,915682
31113,924466
31114,933250
31115,942034
31116,950818
31117,959602
31118,977170
31119,985954
31120,994738
31121,1003522
31122,1012306
31123,1021090
31124,1029874
31125,1038658
31126,1047442
31127,1056226
31128,1073794
31129,1082578
31130,1091362
31131,1100146
31132,1108930
31133,1117714
31134,1126498
31135,1135282
31136,1144066
31137,1161634
31138,1170418
31139,1179202
31140,1187986
31141,1196770
31142,1205554
31143,1214338
31144,1223122
31145,1231906
31146,1240690
31147,1258258
31148,1267042
31149,1275826
31150,1284610
31151,1293394
31152,1302178
31153,1319746
31154,678538
31155,775162
31156,871786
31157,968410
31158,1065034
31159,1152874
31160,1249498
31161,1310986
31162,1346122
31163,687322
31164,696106
31165,704890
31166,713674
31167,722458
31168,731242
31169,748810
31170,757594
31171,766378
31172,783946
31173,792730
31174,801514
31175,810298
31176,819082
31177,827866
31178,836650
31179,845434
31180,854218
31181,863002
31182,880570
31183,889354
31184,898138
31185,906922
31186,915706
31187,924490
31188,933274
31189,942058
31190,950842
31191,959626
31192,977194
31193,985978
31194,994762
31195,1003546
31196,1012330
31197,1021114
31198,1029898
31199,1038682
31200,1047466
31201,1056250
31202,1073818
31203,1082602
31204,1091386
31205,1100170
31206,1108954
31207,1117738
31208,1126522
31209,1135306
31210,1144090
31211,1161658
31212,1170442
31213,1179226
31214,1188010
31215,1196794
31216,1205578
31217,1214362
31218,1223146
31219,1231930
31220,1240714
31221,1258282
31222,1267066
31223,1275850
31224,1284634
31225,1293418
31226,1302202
31227,1319770
31228,678562
31229,775186
31230,871810
31231,968434
31232,1065058
31233,1152898
31234,1249522
31235,1311010
31236,1346146
31237,687346
31238,696130
31239,704914
31240,713698
31241,722482
31242,731266
31243,748834
31244,757618
31245,766402
31246,783970
31247,792754
31248,801538
31249,810322
31250,819106
31251,827890
31252,836674
31253,845458
31254,854242
31255,863026
31256,880594
31257,889378
31258,898162
31259,906946
31260,915730
31261,924514
31262,933298
31263,942082
31264,950866
31265,959650
31266,977218
31267,986002
31268,994786
31269,1003570
31270,1012354
31271,1021138
31272,1029922
31273,1038706
31274,1047490
31275,1056274
31276,1073842
31277,1082626
31278,1091410
31279,1100194
31280,1108978
31281,1117762
31282,1126546
31283,1135330
31284,1144114
31285,1161682
31286,1170466
31287,1179250
31288,1188034
31289,1196818
31290,1205602
31291,1214386
31292,1223170
31293,1231954
31294,1240738
31295,1258306
31296,1267090
31297,1275874
31298,1284658
31299,1293442
31300,1302226
31301,1319794
31302,678586
31303,775210
31304,871834
31305,968458
31306,1065082
31307,1152922
31308,1249546
31309,1311034
31310,1346170
31311,687370
31312,696154
31313,704938
31314,713722
31315,722506
31316,731290
31317,748858
31318,757642
31319,766426
31320,783994
31321,792778
31322,801562
31323,810346
31324,819130
31325,827914
31326,836698
31327,845482
31328,854266
31329,863050
31330,880618
31331,889402
31332,898186
31333,906970
31334,915754
31335,924538
31336,933322
31337,942106
31338,950890
31339,959674
31340,977242
31341,986026
31342,994810
31343,1003594
31344,1012378
31345,1021162
31346,1029946
31347,1038730
31348,1047514
31349,1056298
31350,1073866
31351,1082650
31352,1091434
31353,1100218
31354,1109002
31355,1117786
31356,1126570
31357,1135354
31358,1144138
31359,1161706
31360,1170490
31361,1179274
31362,1188058
31363,1196842
31364,1205626
31365,1214410
31366,1223194
31367,1231978
31368,1240762
31369,1258330
31370,1267114
31371,1275898
31372,1284682
31373,1293466
31374,1302250
31375,1319818
31376,678610
31377,775234
31378,871858
31379,968482
31380,1065106
31381,1152946
31382,1249570
31383,1311058
31384,1346194
31385,687394
31386,696178
31387,704962
31388,713746
31389,722530
31390,731314
31391,748882
31392,757666
31393,766450
31394,784018
31395,792802
31396,801586
31397,810370
31398,819154
31399,827938
31400,836722
31401,845506
31402,854290
31403,863074
31404,880642
31405,889426
31406,898210
31407,906994
31408,915778
31409,924562
31410,933346
31411,942130
31412,950914
31413,959698
31414,977266
31415,986050
31416,994834
31417,1003618
31418,1012402
31419,1021186
31420,1029970
31421,1038754
31422,1047538
31423,1056322
31424,1073890
31425,1082674
31426,1091458
31427,1100242
31428,1109026
31429,1117810
31430,1126594
31431,1135378
31432,1144162
31433,1161730
31434,1170514
31435,1179298
31436,1188082
31437,1196866
31438,1205650
31439,1214434
31440,1223218
31441,1232002
31442,1240786
31443,1258354
31444,1267138
31445,1275922
31446,1284706
31447,1293490
31448,1302274
31449,1319842
31450,678634
31451,775258
31452,871882
31453,968506
31454,1065130
31455,1152970
31456,1249594
31457,1311082
31458,1346218
31459,687418
31460,696202
31461,704986
31462,713770
31463,722554
31464,731338
31465,748906
31466,757690
31467,766474
31468,784042
31469,792826
31470,801610
31471,810394
31472,819178
31473,827962
31474,836746
31475,845530
31476,854314
31477,863098
31478,880666
31479,889450
31480,898234
31481,907018
31482,915802
31483,924586
31484,933370
31485,942154
31486,950938
31487,959722
31488,977290
31489,986074
31490,994858
31491,1003642
31492,1012426
31493,1021210
31494,1029994
31495,1038778
31496,1047562
31497,1056346
31498,1073914
31499,1082698
31500,1091482
31501,1100266
31502,1109050
31503,1117834
31504,1126618
31505,1135402
31506,1144186
31507,1161754
31508,1170538
31509,1179322
31510,1188106
31511,1196890
31512,1205674
31513,1214458
31514,1223242
31515,1232026
31516,1240810
31517,1258378
31518,1267162
31519,1275946
31520,1284730
31521,1293514
31522,1302298
31523,1319866
31524,678658
31525,775282
31526,871906
31527,968530
31528,1065154
31529,1152994
31530,1249618
31531,1311106
31532,1346242
31533,687442
31534,696226
31535,705010
31536,713794
31537,722578
31538,731362
31539,748930
31540,757714
31541,766498
31542,784066
31543,792850
31544,801634
31545,810418
31546,819202
31547,827986
31548,836770
31549,845554
31550,854338
31551,863122
31552,880690
31553,889474
31554,898258
31555,907042
31556,915826
31557,924610
31558,933394
31559,942178
31560,950962
31561,959746
31562,977314
31563,986098
31564,994882
31565,1003666
31566,1012450
31567,1021234
31568,1030018
31569,1038802
31570,1047586
31571,1056370
31572,1073938
31573,1082722
31574,1091506
31575,1100290
31576,1109074
31577,1117858
31578,1126642
31579,1135426
31580,1144210
31581,1161778
31582,1170562
31583,1179346
31584,1188130
31585,1196914
31586,1205698
31587,1214482
31588,1223266
31589,1232050
31590,1240834
31591,1258402
31592,1267186
31593,1275970
31594,1284754
31595,1293538
31596,1302322
31597,1319890
31598,678682
31599,775306
31600,871930
31601,968554
31602,1065178
31603,1153018
31604,1249642
31605,1311130
31606,1346266
31607,687466
31608,696250
31609,705034
31610,713818
31611,722602
31612,731386
31613,748954
31614,757738
31615,766522
31616,784090
31617,792874
31618,801658
31619,810442
31620,819226
31621,828010
31622,836794
31623,845578
31624,854362
31625,863146
31626,880714
31627,889498
31628,898282
31629,907066
31630,915850
31631,924634
31632,933418
31633,942202
31634,950986
31635,959770
31636,977338
31637,986122
31638,994906
31639,1003690
31640,1012474
31641,1021258
31642,1030042
31643,1038826
31644,1047610
31645,1056394
31646,1073962
31647,1082746
31648,1091530
31649,1100314
31650,1109098
31651,1117882
31652,1126666
31653,1135450
31654,1144234
31655,1161802
31656,1170586
31657,1179370
31658,1188154
31659,1196938
31660,1205722
31661,1214506
31662,1223290
31663,1232074
31664,1240858
31665,1258426
31666,1267210
31667,1275994
31668,1284778
31669,1293562
31670,1302346
31671,1319914
31672,678706
31673,775330
31674,871954
31675,968578
31676,1065202
31677,1153042
31678,1249666
31679,1311154
31680,1346290
31681,687490
31682,696274
31683,705058
31684,713842
31685,722626
31686,731410
31687,748978
31688,757762
31689,766546
31690,784114
31691,792898
31692,801682
31693,810466
31694,819250
31695,828034
31696,836818
31697,845602
31698,854386
31699,863170
31700,880738
31701,889522
31702,898306
31703,907090
31704,915874
31705,924658
31706,933442
31707,942226
31708,951010
31709,959794
31710,977362
31711,986146
31712,994930
31713,1003714
31714,1012498
31715,1021282
31716,1030066
31717,1038850
31718,1047634
31719,1056418
31720,1073986
31721,1082770
31722,1091554
31723,1100338
31724,1109122
31725,1117906
31726,1126690
31727,1135474
31728,1144258
31729,1161826
31730,1170610
31731,1179394
31732,1188178
31733,1196962
31734,1205746
31735,1214530
31736,1223314
31737,1232098
31738,1240882
31739,1258450
31740,1267234
31741,1276018
31742,1284802
31743,1293586
31744,1302370
31745,1319938
31746,678730
31747,775354
31748,871978
31749,968602
31750,1065226
31751,1153066
31752,1249690
31753,1311178
31754,1346314
31755,687514
31756,696298
31757,705082
31758,713866
31759,722650
31760,731434
31761,749002
31762,757786
31763,766570
31764,784138
31765,792922
31766,801706
31767,810490
31768,819274
31769,828058
31770,836842
31771,845626
31772,854410
31773,863194
31774,880762
31775,889546
31776,898330
31777,907114
31778,915898
31779,924682
31780,933466
31781,942250
31782,951034
31783,959818
31784,977386
31785,986170
31786,994954
31787,1003738
31788,1012522
31789,1021306
31790,1030090
31791,1038874
31792,1047658
31793,1056442
31794,1074010
31795,1082794
31796,1091578
31797,1100362
31798,1109146
31799,1117930
31800,1126714
31801,1135498
31802,1144282
31803,1161850
31804,1170634
31805,1179418
31806,1188202
31807,1196986
31808,1205770
31809,1214554
31810,1223338
31811,1232122
31812,1240906
31813,1258474
31814,1267258
31815,1276042
31816,1284826
31817,1293610
31818,1302394
31819,1319962
31820,678754
31821,775378
31822,872002
31823,968626
31824,1065250
31825,1153090
31826,1249714
31827,1311202
31828,1346338
31829,687538
31830,696322
31831,705106
31832,713890
31833,722674
31834,731458
31835,749026
31836,757810
31837,766594
31838,784162
31839,792946
31840,801730
31841,810514
31842,819298
31843,828082
31844,836866
31845,845650
31846,854434
31847,863218
31848,880786
31849,889570
31850,898354
31851,907138
31852,915922
31853,924706
31854,933490
31855,942274
31856,951058
31857,959842
31858,977410
31859,986194
31860,994978
31861,1003762
31862,1012546
31863,1021330
31864,1030114
31865,1038898
31866,1047682
31867,1056466
31868,1074034
31869,1082818
31870,1091602
31871,1100386
31872,1109170
31873,1117954
31874,1126738
31875,1135522
31876,1144306
31877,1161874
31878,1170658
31879,1179442
31880,1188226
31881,1197010
31882,1205794
31883,1214578
31884,1223362
31885,1232146
31886,1240930
31887,1258498
31888,1267282
31889,1276066
31890,1284850
31891,1293634
31892,1302418
31893,1319986
31894,678778
31895,775402
31896,872026
31897,968650
31898,1065274
31899,1153114
31900,1249738
31901,1311226
31902,1346362
31903,687562
31904,696346
31905,705130
31906,713914
31907,722698
31908,731482
31909,749050
31910,757834
31911,766618
31912,784186
31913,792970
31914,801754
31915,810538
31916,819322
31917,828106
31918,836890
31919,845674
31920,854458
31921,863242
31922,880810
31923,889594
31924,898378
31925,907162
31926,915946
31927,924730
31928,933514
31929,942298
31930,951082
31931,959866
31932,977434
31933,986218
31934,995002
31935,1003786
31936,1012570
31937,1021354
31938,1030138
31939,1038922
31940,1047706
31941,1056490
31942,1074058
31943,1082842
31944,1091626
31945,1100410
31946,1109194
31947,1117978
31948,1126762
31949,1135546
31950,1144330
31951,1161898
31952,1170682
31953,1179466
31954,1188250
31955,1197034
31956,1205818
31957,1214602
31958,1223386
31959,1232170
31960,1240954
31961,1258522
31962,1267306
31963,1276090
31964,1284874
31965,1293658
31966,1302442
31967,1320010
31968,678802
31969,775426
31970,872050
31971,968674
31972,1065298
31973,1153138
31974,1249762
31975,1311250
31976,1346386
31977,687586
31978,696370
31979,705154
31980,713938
31981,722722
31982,731506
31983,749074
31984,757858
31985,766642
31986,784210
31987,792994
31988,801778
31989,810562
31990,819346
31991,828130
31992,836914
31993,845698
31994,854482
31995,863266
31996,880834
31997,889618
31998,898402
31999,907186
32000,915970
32001,924754
32002,933538
32003,942322
32004,951106
32005,959890
32006,977458
32007,986242
32008,995026
32009,1003810
32010,1012594
32011,1021378
32012,1030162
32013,1038946
32014,1047730
32015,1056514
32016,1074082
32017,1082866
32018,1091650
32019,1100434
32020,1109218
32021,1118002
32022,1126786
32023,1135570
32024,1144354
32025,1161922
32026,1170706
32027,1179490
32028,1188274
32029,1197058
32030,1205842
32031,1214626
32032,1223410
32033,1232194
32034,1240978
32035,1258546
32036,1267330
32037,1276114
32038,1284898
32039,1293682
32040,1302466
32041,1320034
32042,678826
32043,775450
32044,872074
32045,968698
32046,1065322
32047,1153162
32048,1249786
32049,1311274
32050,1346410
32051,687610
32052,696394
32053,705178
32054,713962
32055,722746
32056,731530
32057,749098
32058,757882
32059,766666
32060,784234
32061,793018
32062,801802
32063,810586
32064,819370
32065,828154
32066,836938
32067,845722
32068,854506
32069,863290
32070,880858
32071,889642
32072,898426
32073,907210
32074,915994
32075,924778
32076,933562
32077,942346
32078,951130
32079,959914
32080,977482
32081,986266
32082,995050
32083,1003834
32084,1012618
32085,1021402
32086,1030186
32087,1038970
32088,1047754
32089,1056538
32090,1074106
32091,1082890
32092,1091674
32093,1100458
32094,1109242
32095,1118026
32096,1126810
32097,1135594
32098,1144378
