,rand_index,SITE ID,datetime,hour,二氧化硫,溫度,一氧化碳,臭氧,細懸浮微粒,相對濕度,懸浮微粒,二氧化氮
0,272,EPA001,2019-01-12,8,1.2,18.2,0.34,20,11,98,21,18.77777778
1,96896,EPA002,2019-01-12,8,0.5,18.9,0.43,14,16,93,9,17
2,193520,EPA003,2019-01-12,8,1,18.6,0.26,33,12,96,27,5.2
3,290144,EPA004,2019-01-12,8,1.5,20.5,0.41,17,21,86,34,13
4,386768,EPA005,2019-01-12,8,2.5,19.6,0.41,17,28,85,35,16
5,474608,EPA006,2019-01-12,8,1.2,20,0.43,15,23,83,35,17
6,571232,EPA007,2019-01-12,8,1.8,19.6,0.35,19,18,81,29,12
7,632720,EPA008,2019-01-12,8,1.6,19.1,0.4,14,19,86,27,13
8,667856,EPA009,2019-01-12,8,1.1,16.6,0.26,27,8,100,19,9.7
9,9056,EPA010,2019-01-12,8,2.2,18.6,0.27,32,16,93,25,5.7
10,17840,EPA011,2019-01-12,8,2.1,19.5,0.35,12.5,15,88,35,15
11,26624,EPA012,2019-01-12,8,0.2,19.3,0.69,11,11,92,40,21
12,35408,EPA013,2019-01-12,8,0.5,20,0.61,9.6,24,85,32,22
13,44192,EPA014,2019-01-12,8,0.1,19.7,0.55,10,17,88,36,20
14,52976,EPA015,2019-01-12,8,1.4,18.7,0.35,8.8,17,90,35,21
15,70544,EPA017,2019-01-12,8,1.1,17.8,0.46,15,23,93,26,15
16,79328,EPA018,2019-01-12,8,0.5,18.9,0.25,29,14,98,28,11
17,88112,EPA019,2019-01-12,8,1.8,18,0.29,28,32,100,38,7.8
18,105680,EPA020,2019-01-12,8,0.6,17.9,0.51,15,20,96,44,18
19,114464,EPA021,2019-01-12,8,2.8,17.7,0.49,16,20,99,72,17
20,123248,EPA022,2019-01-12,8,1.4,17.7,0.35,22,21,89,43,11
21,132032,EPA023,2019-01-12,8,1.5,20.3,0.43,5.5,33,94,48,16
22,140816,EPA024,2019-01-12,8,1,19.6,0.43,14,38,88,53,15
23,149600,EPA025,2019-01-12,8,1.5,18.5,0.55,9.2,39,85,71,20
24,158384,EPA026,2019-01-12,8,3.3,20.3,0.63,1.8,34,99,76,21
25,167168,EPA027,2019-01-12,8,1.8,17,0.38,5.8,3,98,6,13
26,175952,EPA028,2019-01-12,8,2.6,19.6,0.46,8.4,17,80,37,15
27,184736,EPA029,2019-01-12,8,0.1,22,0.43,6.8,17,91,27,16
28,202304,EPA030,2019-01-12,8,2.2,21.3,0.76,4.4,18,80,30,19
29,211088,EPA031,2019-01-12,8,0.66,19.6,0.45,6.8,21,84,32,13
30,219872,EPA032,2019-01-12,8,1.7,19.6,0.39,9.2,19,86,29,12
31,228656,EPA033,2019-01-12,8,3.6,20.2,0.75,6.1,12,86,28,19
32,237440,EPA034,2019-01-12,8,2.7,18.7,0.69,6.5,18,93,40,16
33,246224,EPA035,2019-01-12,8,3.2,18.6,0.54,6.5,19,100,58,14
34,255008,EPA036,2019-01-12,8,1.5,21.2,0.64,6,22,80,44,20
35,263792,EPA037,2019-01-12,8,2.7,19.6,0.64,5.6,46,90,62,20
36,272576,EPA038,2019-01-12,8,1.6,18.2,0.6,5.6,47,91,84,16
37,281360,EPA039,2019-01-12,8,2.2,18.2,0.48,5,33,96,54,15
38,298928,EPA040,2019-01-12,8,1.8,19.2,0.41,7.8,39,100,46,10
39,307712,EPA041,2019-01-12,8,2.3,18.1,0.33,14,23,85,35,9.9
40,316496,EPA042,2019-01-12,8,2.3,19.1,0.77,5.9,47,90,72,20
41,325280,EPA043,2019-01-12,8,2.3,19.4,0.48,4.1,44,92,61,19
42,334064,EPA044,2019-01-12,8,2.95,20.7,0.76,6,42,87,111,22
43,342848,EPA045,2019-01-12,8,4.2,21.2,0.8,8.8,66,87,92,23
44,351632,EPA046,2019-01-12,8,5.3,21.6,0.94,8,71,84,111,26
45,360416,EPA047,2019-01-12,8,1.6,23.1,0.48,20,38,77,68,11
46,369200,EPA048,2019-01-12,8,3.2,23.4,0.78,10,62,79,102,29
47,377984,EPA049,2019-01-12,8,4.6,24.2,0.91,20,59,78,93,33
48,395552,EPA050,2019-01-12,8,2.7,24.5,0.9,29,61,69,84,25
49,404336,EPA051,2019-01-12,8,1.9,23.2,0.48,16,49,82,81,18
50,413120,EPA052,2019-01-12,8,2.4,24.6,0.45,27,48,73,80,12
51,421904,EPA053,2019-01-12,8,3,23.6,0.85,10,67,78,83,37
52,430688,EPA054,2019-01-12,8,3,24.8,0.93,29,57,80,67,24
53,439472,EPA056,2019-01-12,8,3.2,24.6,0.83,30,52,73,59,24
54,448256,EPA057,2019-01-12,8,4.8,25.4,1.07,18,41,69,67,41
55,457040,EPA058,2019-01-12,8,3.3,25.6,0.79,23,48,70,78,30
56,465824,EPA059,2019-01-12,8,2.4,24,0.76,21,45,76,85,23
57,483392,EPA060,2019-01-12,8,2,23.9,0.38,20,34,76,74,12
58,492176,EPA061,2019-01-12,8,1,26.3,0.16,30,5,83,17,1.9
59,500960,EPA062,2019-01-12,8,1,23.3,0.27,10,7,67,13,5.6
60,509744,EPA063,2019-01-12,8,2,21.8,0.28,10,7,76,21,5
61,518528,EPA064,2019-01-12,8,1,15.3,0.25,16,6,100,11,4.1
62,527312,EPA065,2019-01-12,8,1.5,21.2,0.49,9.5,8,80,23,11
63,536096,EPA066,2019-01-12,8,2.6,21.2,0.58,5.8,9,84,41,15
64,544880,EPA067,2019-01-12,8,3.8,19.9,1.49,14,21,85,55,30
65,553664,EPA068,2019-01-12,8,1.4,18.5,0.74,5.6,28,92,49,27
66,562448,EPA069,2019-01-12,8,1.3,21,0.52,15,28,81,47,12
67,580016,EPA070,2019-01-12,8,1.2,21.1,1.59,6.4,27,86,40,27
68,588800,EPA071,2019-01-12,8,4.8,25.3,1.25,16,43,71,76,40
69,597584,EPA072,2019-01-12,8,3.6,18,0.72,8.4,22,81,56,18
70,606368,EPA075,2019-01-12,8,1.7,13.4,0.3,15,16,94,30,13
71,615152,EPA077,2019-01-12,8,6.5,16.3,0.39,14,34,100,98,16
72,623936,EPA078,2019-01-12,8,1.8,19.4,0.28,10,18,88,12,11
73,641504,EPA080,2019-01-12,8,0.8,20.7,0.49,9.9,7,78,15,7.1
74,296,EPA001,2019-01-13,8,1.5,17.5,0.64,19,10,93,25,12.11111111
75,96920,EPA002,2019-01-13,8,3.1,17.7,0.66,17,12,94,19,20
76,193544,EPA003,2019-01-13,8,1.3,19,0.47,35,11,88,55,5.4
77,290168,EPA004,2019-01-13,8,1,19.9,0.58,22,11,79,26,14
78,386792,EPA005,2019-01-13,8,1.3,18.9,0.59,26,12,78,23,13
79,474632,EPA006,2019-01-13,8,1.6,19.1,0.61,21,9,78,27,15
80,571256,EPA007,2019-01-13,8,1.7,19.1,0.67,22,9,73,27,16
81,632744,EPA008,2019-01-13,8,2.2,19,0.77,17,10,76,25,14
82,667880,EPA009,2019-01-13,8,1.6,16.1,0.53,23,8,91,26,11
83,9080,EPA010,2019-01-13,8,0.9,18.6,0.49,33,7,84,11,4.2
84,17864,EPA011,2019-01-13,8,2.1,19.3,0.67,17,7,80,24,17
85,26648,EPA012,2019-01-13,8,1.2,18.5,0.71,18,1,86,23,19
86,35432,EPA013,2019-01-13,8,1,19.1,0.61,19,6,79,26,17
87,44216,EPA014,2019-01-13,8,1.3,18.3,0.6,24,13,84,27,13
88,53000,EPA015,2019-01-13,8,2.2,17.6,0.65,20,3,86,31,16
89,70568,EPA017,2019-01-13,8,1.9,17.5,0.78,18,3,85,27,14
90,79352,EPA018,2019-01-13,8,2.6,18.2,0.54,24,14,83,29,18
91,88136,EPA019,2019-01-13,8,3.1,17.3,0.55,26,25,90,39,7.7
92,105704,EPA020,2019-01-13,8,1.4,17.3,0.7,18,4,86,25,17
93,114488,EPA021,2019-01-13,8,2.6,17.1,0.58,30,7,87,31,10
94,123272,EPA022,2019-01-13,8,3.4,17.7,0.54,28,9,78,32,10
95,132056,EPA023,2019-01-13,8,1.4,19.8,0.48,22,10,83,21,9
96,140840,EPA024,2019-01-13,8,2.8,18.9,0.56,22,14,79,33,12
97,149624,EPA025,2019-01-13,8,1.256521739,18.2,0.53,24,11,74,26,8.9
98,158408,EPA026,2019-01-13,8,3.6,19,0.63,18,17,83,27,12
99,167192,EPA027,2019-01-13,8,2.1,15.6,0.45,22,7,98,16,6
100,175976,EPA028,2019-01-13,8,0.9,18.3,0.48,11,1,83,15,7
101,184760,EPA029,2019-01-13,8,1.3,19.3,0.55,24,9,80,20,9.2
102,202328,EPA030,2019-01-13,8,1.9,20.4,0.68,10,15,76,12,12
103,211112,EPA031,2019-01-13,8,1.675,19.3,0.52,17,7,75,16,11
104,219896,EPA032,2019-01-13,8,1.8,18.9,0.52,23,6,78,26,7.7
105,228680,EPA033,2019-01-13,8,1.8,20.6,0.69,20,15,76,23,12
106,237464,EPA034,2019-01-13,8,2,19.4,0.52,26,18,80,20,8
107,246248,EPA035,2019-01-13,8,2.9,19.9,0.52,22,6,83,49,6.6
108,255032,EPA036,2019-01-13,8,1.3,19.4,0.7,8,14,81,33,14
109,263816,EPA037,2019-01-13,8,2.7,19.6,0.59,12,18,81,34,11
110,272600,EPA038,2019-01-13,8,2.4,19.6,0.62,23,19,91,39,8.9
111,281384,EPA039,2019-01-13,8,2,18.6,0.62,20,7,84,41,9
112,298952,EPA040,2019-01-13,8,3.3,20,0.68,20,15,88,59,9
113,307736,EPA041,2019-01-13,8,2,18.8,0.53,29,15,85,41,5.7
114,316520,EPA042,2019-01-13,8,2.7,18.9,0.73,11,14,83,39,16
115,325304,EPA043,2019-01-13,8,2.5,19.5,0.62,13,17,81,33,12
116,334088,EPA044,2019-01-13,8,2.4,19.9,0.58,11,23,81,50,13
117,342872,EPA045,2019-01-13,8,2.8,19.8,0.64,16,14,82,47,14
118,351656,EPA046,2019-01-13,8,2.3,19.7,0.72,12,13,83,49,14
119,360440,EPA047,2019-01-13,8,2.1,21.8,0.59,7.4,25,82,61,12
120,369224,EPA048,2019-01-13,8,3.1,20.1,0.71,10,26,80,53,17
121,378008,EPA049,2019-01-13,8,3.9,20.4,0.78,9.7,23,83,45,17
122,395576,EPA050,2019-01-13,8,7.4,21.2,1.01,6.6,23,78,56,24
123,404360,EPA051,2019-01-13,8,3.6,21.4,0.9,7.2,35,85,57,23
124,413144,EPA052,2019-01-13,8,4.8,22.5,0.73,9,43,80,68,24
125,421928,EPA053,2019-01-13,8,2.8,19.9,0.75,9.9,25,83,45,16
126,430712,EPA054,2019-01-13,8,3.8,21.3,0.9,9.3,21,84,46,20
127,439496,EPA056,2019-01-13,8,4,20.5,0.9,9.9,25,82,55,19
128,448280,EPA057,2019-01-13,8,3.9,21.5,1.03,6.9,20,77,62,22
129,457064,EPA058,2019-01-13,8,4.1,22.9,1.02,6.8,24,75,58,24
130,465848,EPA059,2019-01-13,8,2.2,22.3,0.69,8.6,34,82,61,19
131,483416,EPA060,2019-01-13,8,2.3,23,0.5,12,31,83,73,13
132,492200,EPA061,2019-01-13,8,1.1,22.6,0.36,28,4,90,3,2.2
133,500984,EPA062,2019-01-13,8,1.2,22.1,0.57,13,3,79,14,7.4
134,509768,EPA063,2019-01-13,8,1.5,20.2,0.74,10,5,84,17,17
135,518552,EPA064,2019-01-13,8,0.6,12.2,0.41,33,3,100,4,0.5
136,527336,EPA065,2019-01-13,8,1.1,19,0.47,25,1,83,10,5
137,536120,EPA066,2019-01-13,8,0.8,18.9,0.4,31,1,85,10,3.9
138,544904,EPA067,2019-01-13,8,2.4,19.3,1.36,22,2,77,39,28
139,553688,EPA068,2019-01-13,8,1.8,18,0.95,9.1,13,83,31,25
140,562472,EPA069,2019-01-13,8,1.5,18.8,0.61,7,25,87,40,13
141,580040,EPA070,2019-01-13,8,2.2,19.7,0.7,26,10,84,25,12
142,588824,EPA071,2019-01-13,8,3.5,21.7,1.34,5.7,28,79,58,24
143,597608,EPA072,2019-01-13,8,2.9,19.1,0.6,5.7,18,83,48,14
144,606392,EPA075,2019-01-13,8,1,11,0.55,17,22,84,36,11
145,615176,EPA077,2019-01-13,8,3.7,15.5,0.75,15,27,78,38,15
146,623960,EPA078,2019-01-13,8,2.1,18.7,0.54,16,19,80,24,7.8
147,641528,EPA080,2019-01-13,8,1,19.7,0.47,16,11,86,18,6.9
148,320,EPA001,2019-01-14,8,1.5,17.3,0.79,14,16,85,29,26
149,96944,EPA002,2019-01-14,8,5.1,17.9,0.66,10,17,83,25,37
150,193568,EPA003,2019-01-14,8,1.4,19.1,0.32,49,13,71,49,3.2
151,290192,EPA004,2019-01-14,8,1.4,20.2,0.44,35,13,70,24,9.3
152,386816,EPA005,2019-01-14,8,2.7,19.4,0.52,35,15,68,29,14
153,474656,EPA006,2019-01-14,8,1.5,19.5,0.64,26,11,69,32,21
154,571280,EPA007,2019-01-14,8,1.6,19.3,0.71,28,14,64,41,20
155,632768,EPA008,2019-01-14,8,2.4,18.9,0.67,21,14,68,33,20
156,667904,EPA009,2019-01-14,8,2.5,16.4,0.53,31,15,80,41,19
157,9104,EPA010,2019-01-14,8,2.3,18.7,0.57,22,12,79,26,15.55
158,17888,EPA011,2019-01-14,8,1.9,19.5,0.41,42,24,69,24,7.3
159,26672,EPA012,2019-01-14,8,2.6,18.7,0.95,13,20,78,42,37
160,35456,EPA013,2019-01-14,8,1.8,19.4,0.69,18,13,68,33,28
161,44240,EPA014,2019-01-14,8,1.7,18.7,0.49,34,10,73,29,12
162,53024,EPA015,2019-01-14,8,2.4,18.2,0.81,10,10,74,42,37
163,70592,EPA017,2019-01-14,8,3.5,17.9,0.55,31,14,75,22,12
164,79376,EPA018,2019-01-14,8,2.6,18.7,0.46,32,7,70,40,21
165,88160,EPA019,2019-01-14,8,7.3,18.1,0.49,30,28,76,35,4.331428571
166,105728,EPA020,2019-01-14,8,1.5,18.1,0.61,36,4,75,29,14
167,114512,EPA021,2019-01-14,8,2.2,17.4,0.49,36,13,77,25,13
168,123296,EPA022,2019-01-14,8,1.9,18.1,0.46,38,15,69,34,11
169,132080,EPA023,2019-01-14,8,1.9,19.8,0.45,25,10,77,22,9.9
170,140864,EPA024,2019-01-14,8,2.7,19.6,0.53,28,17,70,37,17
171,149648,EPA025,2019-01-14,8,0.630434783,18.7,0.48,28,13,66,21,17
172,158432,EPA026,2019-01-14,8,1.9,18.8,0.56,24,14,77,22,13
173,167216,EPA027,2019-01-14,8,1.1,15.5,0.36,27,8,98,8,5.3
174,176000,EPA028,2019-01-14,8,3.8,17.9,0.79,7.1,3,79,33,19
175,184784,EPA029,2019-01-14,8,2,18.6,0.52,25,10,77,20,18
176,202352,EPA030,2019-01-14,8,3.1,19.4,0.9,4.1,7,78,31,23
177,211136,EPA031,2019-01-14,8,1.9,18.7,0.76,11,6,74,17,22
178,219920,EPA032,2019-01-14,8,2,18.2,0.53,19,4,76,28,17
179,228704,EPA033,2019-01-14,8,1.8,19.5,0.69,17,12,73,21,24
180,237488,EPA034,2019-01-14,8,3.1,19.2,0.4,29,13,74,22,15
181,246272,EPA035,2019-01-14,8,2.9,19.4,0.42,25,16,78,46,12
182,255056,EPA036,2019-01-14,8,1.9,18.6,0.7,6.5,17,82,32,16.5
183,263840,EPA037,2019-01-14,8,4.1,19.3,0.44,17,15,79,37,12
184,272624,EPA038,2019-01-14,8,2.4,19.3,0.39,28,20,89,31,11
185,281408,EPA039,2019-01-14,8,2.4,18.6,0.49,23,14,79,36,11
186,298976,EPA040,2019-01-14,8,2.6,20.3,0.44,25,8,80,39,10
187,307760,EPA041,2019-01-14,8,2.5,18.8,0.35,39,19,85,39,6.1
188,316544,EPA042,2019-01-14,8,3.2,18.9,0.63,16,30,79,40,19
189,325328,EPA043,2019-01-14,8,3.5,19.4,0.5,15,19,79,38,17
190,334112,EPA044,2019-01-14,8,2.7,19.7,0.53,16,15,79,45,14
191,342896,EPA045,2019-01-14,8,2.8,19.7,0.61,17,16,79,50,19
192,351680,EPA046,2019-01-14,8,3.4,19.5,0.67,15,15,81,53,19
193,360464,EPA047,2019-01-14,8,2,21.2,0.62,9.8,35,82,84,6.9
194,369248,EPA048,2019-01-14,8,2.2,19.6,0.68,8.2,24,81,51,19
195,378032,EPA049,2019-01-14,8,19,20.4,0.87,5,24,84,68,27
196,395600,EPA050,2019-01-14,8,5.7,20.9,1,7.1,27,78,78,26
197,404384,EPA051,2019-01-14,8,4.3,20.5,1,7.7,39,88,95,27
198,413168,EPA052,2019-01-14,8,13,21.2,0.75,14,58,84,90,20
199,421952,EPA053,2019-01-14,8,2.1,19.4,0.66,8.4,26,84,46,17
200,430736,EPA054,2019-01-14,8,3,20.8,0.88,9.5,26,84,51,18
201,439520,EPA056,2019-01-14,8,3.1,20.2,1.03,9.5,31,81,55,20
202,448304,EPA057,2019-01-14,8,3.1,21.6,1.51,6.4,35,75,95,30
203,457088,EPA058,2019-01-14,8,8.5,22.6,1.14,6.1,37,75,72,30
204,465872,EPA059,2019-01-14,8,2.7,21.1,0.83,10,31,83,84,18
205,483440,EPA060,2019-01-14,8,2.1,21.3,0.67,11,29,85,84,15
206,492224,EPA061,2019-01-14,8,1.2,21.2,0.25,42,3,93,9,1.9
207,501008,EPA062,2019-01-14,8,1.2,21.5,0.56,22,3,78,10,9.25
208,509792,EPA063,2019-01-14,8,1.4,19.8,0.46,40,6,79,19,9.8
209,518576,EPA064,2019-01-14,8,1,10.7,0.29,44,15,100,22,1.5
210,527360,EPA065,2019-01-14,8,1.2,16.5,0.45,35,9,90,12,7.6
211,536144,EPA066,2019-01-14,8,1.2,16.7,0.34,38,4,93,10,5.6
212,544928,EPA067,2019-01-14,8,2.3,19.3,1.71,28,15,69,48,40
213,553712,EPA068,2019-01-14,8,3.1,18.5,1.23,21,25,73,34,29
214,562496,EPA069,2019-01-14,8,2.7,18.2,0.59,9.4,19,85,48,17
215,580064,EPA070,2019-01-14,8,1.6,20.2,0.73,34,11,76,24,15
216,588848,EPA071,2019-01-14,8,4.3,21.7,2.02,4.2,33,77,84,32
217,597632,EPA072,2019-01-14,8,3,18.2,0.68,6.5,18,80,57,19
218,606416,EPA075,2019-01-14,8,1.9,11.6,0.55,25,29,80,51,9
219,615200,EPA077,2019-01-14,8,5.3,15.3,0.61,29,27,76,32,12
220,623984,EPA078,2019-01-14,8,0.4,18.7,0.44,31,17,77,36,5.6
221,641552,EPA080,2019-01-14,8,2.3,19.2,0.45,32,5,83,19,5.2
222,344,EPA001,2019-01-15,8,2.1,19.1,1.01,3.6,13,95,28,27
223,96968,EPA002,2019-01-15,8,3.9,19.7,1.16,3.5,15,91,25,29
224,193592,EPA003,2019-01-15,8,3.2,19.7,0.33,19,15,91,20,9.1
225,290216,EPA004,2019-01-15,8,2.3,21.3,1.01,4,13,81,27,27
226,386840,EPA005,2019-01-15,8,3.8,20.2,1.71,3.6,22,82,36,29
227,474680,EPA006,2019-01-15,8,3.6,21,1.4,3.4,16,76,28,31
228,571304,EPA007,2019-01-15,8,6.8,20.5,1.32,3,20,76,48,33
229,632792,EPA008,2019-01-15,8,3.5,20.5,1.32,4,19,80,31,33
230,667928,EPA009,2019-01-15,8,2.9,18.3,0.63,7,12,89,36,31
231,9128,EPA010,2019-01-15,8,2.4,19.4,0.6,5.6,16,99,26,25
232,17912,EPA011,2019-01-15,8,1.2,20.8,0.72,5.4,13,84,28,30
233,26696,EPA012,2019-01-15,8,4.3,20.5,1.31,3.7,14,86,38,36
234,35480,EPA013,2019-01-15,8,3.6,21,1.19,2.3,19,79,31,32
235,44264,EPA014,2019-01-15,8,2.9,20.3,1.11,4.1,15,83,33,29
236,53048,EPA015,2019-01-15,8,3.8,19.7,1.3,3.8,17,85,35,34
237,70616,EPA017,2019-01-15,8,11,19.6,1.43,2.8,23,85,48,31
238,79400,EPA018,2019-01-15,8,4.8,20.1,0.69,6.2,17,91,47,32
239,88184,EPA019,2019-01-15,8,2.1,18.4,0.42,24,39,100,55,6.457142857
240,105752,EPA020,2019-01-15,8,4.1,19.2,1.17,4,14,85,44,28
241,114536,EPA021,2019-01-15,8,2.7,19.2,0.69,6.5,13,81,39,20
242,123320,EPA022,2019-01-15,8,2.7,18.5,0.43,22,28,90,74,13
243,132104,EPA023,2019-01-15,8,2.7,20.7,0.61,5.3,26,85,42,16
244,140888,EPA024,2019-01-15,8,3.6,19.7,0.78,7.4,34,86,72,22
245,149672,EPA025,2019-01-15,8,0.2,18.4,0.5,17,31,82,91,16
246,158456,EPA026,2019-01-15,8,3,18.8,0.63,12,38,91,88,20
247,167240,EPA027,2019-01-15,8,1.7,16.5,0.42,17,21,98,46,9.4
248,176024,EPA028,2019-01-15,8,2.3,19.3,0.61,10,13,79,42,17
249,184808,EPA029,2019-01-15,8,2.1,19.4,0.5,18,40,86,89,17
250,202376,EPA030,2019-01-15,8,3.2,20.3,0.96,6.9,28,80,64,26
251,211160,EPA031,2019-01-15,8,1.8,19.2,0.68,10,36,80,65,21
252,219944,EPA032,2019-01-15,8,2.2,19.2,0.56,13,35,82,80,22
253,228728,EPA033,2019-01-15,8,2.4,19.8,0.75,12,33,82,79,22
254,237512,EPA034,2019-01-15,8,3.6,18.6,0.58,17,45,89,89,17
255,246296,EPA035,2019-01-15,8,4,19.3,0.66,16,42,91,129,15
256,255080,EPA036,2019-01-15,8,1.1,19.6,0.59,9.6,39,83,75,17
257,263864,EPA037,2019-01-15,8,2.8,20.1,0.525,9.8,33,82,85,19
258,272648,EPA038,2019-01-15,8,4.8,19.1,0.61,16,51,91,113,18
259,281432,EPA039,2019-01-15,8,2.5,18.5,0.51,17,42,87,107,13
260,299000,EPA040,2019-01-15,8,3.1,19.9,0.55,18,56,91,106,12
261,307784,EPA041,2019-01-15,8,2.2,18.2,0.44,26,48,85,79,8.1
262,316568,EPA042,2019-01-15,8,1.8,19.3,0.77,11,47,84,83.14814815,20
263,325352,EPA043,2019-01-15,8,2.4,20,0.6,11,51,83,90,21
264,334136,EPA044,2019-01-15,8,2.5,19.8,0.5,15,67,84,127,14
265,342920,EPA045,2019-01-15,8,2.1,19.7,0.67,15,67,85,110,19
266,351704,EPA046,2019-01-15,8,2.3,19.5,0.84,11,66,86,116,23
267,360488,EPA047,2019-01-15,8,2.1,21.1,0.6,9.1,34,83,94,11
268,369272,EPA048,2019-01-15,8,2.2,20,0.66,9.3,64,84,117,20
269,378056,EPA049,2019-01-15,8,3,20.2,0.88,6.4,43,85,103,25
270,395624,EPA050,2019-01-15,8,6,21.5,1.17,6.3,46,77,100,33
271,404408,EPA051,2019-01-15,8,3.1,21.2,0.74,9.4,48,85,104,27
272,413192,EPA052,2019-01-15,8,6.15,21.7,0.74,41,45,81,107,23
273,421976,EPA053,2019-01-15,8,2.2,19.6,0.62,8.1,55,87,95,18
274,430760,EPA054,2019-01-15,8,2.5,21.2,0.98,9.9,46,86,95,21
275,439544,EPA056,2019-01-15,8,2,20.3,0.9,12,61,83,100,19
276,448328,EPA057,2019-01-15,8,3.1,21.9,1.37,8.8,54,76,98,31
277,457112,EPA058,2019-01-15,8,9.3,23,1.28,4.4,53,74,113,43
278,465896,EPA059,2019-01-15,8,2.7,21.9,0.79,13,46,81,109,21
279,483464,EPA060,2019-01-15,8,3.3,21.8,0.72,8.5,37,85,112,18
280,492248,EPA061,2019-01-15,8,1.3,22.5,0.22,42,4,89,11,1.9
281,501032,EPA062,2019-01-15,8,1.8,20.9,0.72,10,7,90,18,18
282,509816,EPA063,2019-01-15,8,1.4,20.1,0.47,10,6,80,13.6,8.4
283,518600,EPA064,2019-01-15,8,1.2,14.2,0.23,34,10,100,10,0.8
284,527384,EPA065,2019-01-15,8,1.2,20,0.55,14,12,80,22,9.5
285,536168,EPA066,2019-01-15,8,0.8,19.7,0.47,11,13,84,47,11
286,544952,EPA067,2019-01-15,8,5.3,21.2,2.86,7.4,18,79,57,43
287,553736,EPA068,2019-01-15,8,8.8,19.7,1.85,1,20,84,53,32
288,562520,EPA069,2019-01-15,8,4,19.6,0.58,7.6,45,85,70,16
289,580088,EPA070,2019-01-15,8,3.3,21.6,2.31,2.7,12,84,26,28
290,588872,EPA071,2019-01-15,8,3.5,21.9,1.83,6.4,52,78,111,35
291,597656,EPA072,2019-01-15,8,3.1,18.5,0.72,11,24,78,58,20
292,606440,EPA075,2019-01-15,8,3.1,14.1,0.52,24,32,85,58,13
293,615224,EPA077,2019-01-15,8,2.2,16.8,0.45,23,31,94,34,13
294,624008,EPA078,2019-01-15,8,0.9,19.2,0.49,19,37,84,59,9
295,641576,EPA080,2019-01-15,8,1.1,19.4,0.55,8.1,9,84,44,6.2
296,368,EPA001,2019-01-16,8,1.1,16.3,0.38,48,7,90,21,4.2
297,96992,EPA002,2019-01-16,8,3.7,16.3,0.46,40,8,93,12,17
298,193616,EPA003,2019-01-16,8,1,17.3,0.37,54,11,89,53,2.9
299,290240,EPA004,2019-01-16,8,1.5,17.8,0.68,32,8,87,9,22
300,386864,EPA005,2019-01-16,8,3.4,17,0.71,35,8,86,9,22
301,474704,EPA006,2019-01-16,8,1.2,17.3,0.72,31,11,84,16,24
302,571328,EPA007,2019-01-16,8,1.7,17.1,0.81,32,7,81,19,24
303,632816,EPA008,2019-01-16,8,0.9,16.9,0.75,25,7,83,16,20
304,667952,EPA009,2019-01-16,8,0.7,14.5,0.48,36,3,98,12,18
305,9152,EPA010,2019-01-16,8,2.2,15.5,0.44,49,7,97,18,4.7
306,17936,EPA011,2019-01-16,8,1.5,17.6,0.51,43,9,81,8,13
307,26720,EPA012,2019-01-16,8,1.1,16.8,0.95,23,6,93,18,33
308,35504,EPA013,2019-01-16,8,1.1,17.2,0.63,30,4,84,14,24
309,44288,EPA014,2019-01-16,8,2.9,16.6,0.66,28,13,91,23,28
310,53072,EPA015,2019-01-16,8,3.3,16.3,0.69,26,3,88,21,30
311,70640,EPA017,2019-01-16,8,4.1,15.1,0.86,28,6,91,13,22
312,79424,EPA018,2019-01-16,8,3.4,16,0.43,35,8,94,22,26
313,88208,EPA019,2019-01-16,8,2.1,15,0.6,43,17,98,23,7.5
314,105776,EPA020,2019-01-16,8,2.1,15.5,0.78,23,8,93,16,32
315,114560,EPA021,2019-01-16,8,2.6,15,0.53,43,10,96,13,15
316,123344,EPA022,2019-01-16,8,1.1,15.2,0.47,49,2,87,15,7.9
317,132128,EPA023,2019-01-16,8,1.1,17.4,0.47,38,7,87,11,9
318,140912,EPA024,2019-01-16,8,1.8,16.7,0.56,39,11,88,21,13
319,149696,EPA025,2019-01-16,8,0.7,15.9,0.57,35,12,81,16,15
320,158480,EPA026,2019-01-16,8,2,16.5,0.65,28,16,92,13,19
321,167264,EPA027,2019-01-16,8,2.1,14,0.49,40,6,98,10,10
322,176048,EPA028,2019-01-16,8,1,15.7,0.48,29,5,93,13,12
323,184832,EPA029,2019-01-16,8,1.1,17.3,0.55,39,7,87,18,13
324,202400,EPA030,2019-01-16,8,1.5,17.6,0.79,21,6,87,10,25
325,211184,EPA031,2019-01-16,8,1.3,16.4,0.63,31,5,85,7,18
326,219968,EPA032,2019-01-16,8,1,16.3,0.52,38,11,87,20,11
327,228752,EPA033,2019-01-16,8,0.7,16.8,0.77,28,8,83,14,21
328,237536,EPA034,2019-01-16,8,1,16.8,0.51,43,8,88,24,11
329,246320,EPA035,2019-01-16,8,1.3,16.5,0.52,36,8,94,33,8.6
330,255104,EPA036,2019-01-16,8,1.9,17.1,1.02,16,14,89,23,24
331,263888,EPA037,2019-01-16,8,0.2,17.4,0.54,24,12,90,29,17
332,272672,EPA038,2019-01-16,8,2.1,16.3,0.54,40,15,91,15,11
333,281456,EPA039,2019-01-16,8,1.6,16.2,0.57,36,21,93,25,10
334,299024,EPA040,2019-01-16,8,0.7,17.5,0.62,36,15,98,31,12
