,rand_index,SITE ID,datetime,hour,二氧化硫,溫度,一氧化碳,臭氧,細懸浮微粒,相對濕度,懸浮微粒,二氧化氮
54251,183272,EPA048,2021-02-04,8,3.4,17.9,1.01,5.8,53,86,95,34
54252,187616,EPA049,2021-02-04,8,4.8,19.9,1.13,12.4,51,79,98,41.1
54253,196304,EPA050,2021-02-04,8,4.1,19.6,1.21,27.4,59,69,96,34.6
54254,200648,EPA051,2021-02-04,8,3.6,19.3,0.82,10,71,83,107,35.8
54255,204992,EPA052,2021-02-04,8,3.2,19,0.63,20.9,62,83,96,21.2
54256,209336,EPA053,2021-02-04,8,2.6,18.2,0.97,9.9,50,80,98,38.6
54257,213680,EPA054,2021-02-04,8,4.6,19.9,1.07,24.2,51,83,98,42
54258,218024,EPA056,2021-02-04,8,4.8,20.5,0.83,43.8,45,70,84,26.9
54259,222368,EPA057,2021-02-04,8,4.7,20.8,1.24,24.7,63,70,91,48
54260,226712,EPA058,2021-02-04,8,2.8,19.8,0.77,25.2,42,72,79,31.8
54261,231056,EPA059,2021-02-04,8,1.1,19.6,0.56,21.7,40,69,58,16.3
54262,239744,EPA060,2021-02-04,8,1.9,18,0.45,25.5,39,84,59,7.8
54263,244088,EPA061,2021-02-04,8,1,21.8,0.16,48.6,10,72,28,1
54264,248432,EPA062,2021-02-04,8,2,19.3,0.39,25.6,9,60,22,4.6
54265,252776,EPA063,2021-02-04,8,1.6,18,0.26,23.2,12,68,24,2.9
54266,257120,EPA064,2021-02-04,8,4.7,13.3,0.16,44.4,17,100,30,3.6
54267,261464,EPA065,2021-02-04,8,3.65,17.8,0.32,26.8,12,72,32,9.2
54268,265808,EPA066,2021-02-04,8,1.5,17.1,0.46,9.4,13,83,49,21.5
54269,270152,EPA067,2021-02-04,8,3.3,20.6,2.01,14.7,23,67,54,45.9
54270,274496,EPA068,2021-02-04,8,4.3,19.1,1.42,14.3,16,71,50,35.9
54271,278840,EPA069,2021-02-04,8,2.7,16.6,0.64,27.7,38,76,54,18.5
54272,287528,EPA070,2021-02-04,8,1.5,19.9,1.03,24.6,18,72,51,23.7
54273,291872,EPA071,2021-02-04,8,5.3,21,1.42,22.8,51,73,91,47.4
54274,296216,EPA072,2021-02-04,8,2.5,14,0.58,27.7,28,73,45,13.9
54275,300560,EPA075,2021-02-04,8,3.4,14.3,0.36,41.6,32,75,62,6.6
54276,304904,EPA077,2021-02-04,8,3.3,17,0.31,31.7,32,63,68,17.3
54277,309248,EPA078,2021-02-04,8,1.9,16.5,0.26,44.6,22,88,63,6.6
54278,317936,EPA080,2021-02-04,8,0.5,16.4,0.32,19.9,9,73,26,4.85
54279,848,EPA001,2021-02-05,8,2.7,20.7,0.29,34.6,14,73,25,8.6
54280,48632,EPA002,2021-02-05,8,2,21,0.56,21.3,14,72,29,24
54281,96416,EPA003,2021-02-05,8,3.8,19.9,0.27,28.5,13,73,58,11.3
54282,144200,EPA004,2021-02-05,8,1.8,21.6,0.43,36.3,11,65,22,13.6
54283,191984,EPA005,2021-02-05,8,2.3,20.7,0.53,31.5,11,64,23,17.4
54284,235424,EPA006,2021-02-05,8,1.8,21.2,0.7,23.4,16,62,35,24.9
54285,283208,EPA007,2021-02-05,8,2.1,21.2,0.54,29.2,11,62,26,19.2
54286,313616,EPA008,2021-02-05,8,0.5,21.5,0.45,31.4,10,66,38,13.8
54287,330992,EPA009,2021-02-05,8,3.4,17.6,0.8,16.3,29,74,37,25.5
54288,5192,EPA010,2021-02-05,8,1.6,22.1,0.19,43.6,11,74,24,2.2
54289,9536,EPA011,2021-02-05,8,1.8,22.5,0.23,41.2,9,68,24,7.7
54290,13880,EPA012,2021-02-05,8,2.2,21.8,0.91,16.7,13,67,27,30.8
54291,18224,EPA013,2021-02-05,8,2.5,20.9,0.57,18.5,17,61,30,30
54292,22568,EPA014,2021-02-05,8,1.4,20.7,0.5,27,13,65,27,18.1
54293,26912,EPA015,2021-02-05,8,3.8,19.9,0.8,10.1,17,70,42,35.1
54294,35600,EPA017,2021-02-05,8,3.6,20.5,0.62,26.8,13,70,34,19.9
54295,39944,EPA018,2021-02-05,8,2.8,21,0.36,35.6,15,66,25,14
54296,44288,EPA019,2021-02-05,8,3,17.7,0.37,17.8,26,75,46,19
54297,52976,EPA020,2021-02-05,8,2.8,19.9,0.62,25.2,17,68,28,20.4
54298,57320,EPA021,2021-02-05,8,1.4,18.4,0.61,20.3,17,73,32,23.9
54299,61664,EPA022,2021-02-05,8,3.7,16.9,0.52,8.8,25,79,39,29.35
54300,66008,EPA023,2021-02-05,8,3,17.1,0.62,20,17,74,28,19.9
54301,70352,EPA024,2021-02-05,8,3.4,17.6,0.8,16.3,29,74,37,25.5
54302,74696,EPA025,2021-02-05,8,5.5,16,0.75,7.3,41,85,65,23.4
54303,79040,EPA026,2021-02-05,8,2.5,16.2,1,4.1,35,87,54,27.4
54304,83384,EPA027,2021-02-05,8,2,18.3,0.42,32.4,26,64,39,15.3
54305,87728,EPA028,2021-02-05,8,5.2,16.8,1.26,19.1,44,70,82,37.6
54306,92072,EPA029,2021-02-05,8,4.7,16.2,1.11,8.3,54,82,81,35.5
54307,100760,EPA030,2021-02-05,8,3.85,16.6,1.07,7.2,58,76,93,31.7
54308,105104,EPA031,2021-02-05,8,2.9,18.2,0.93,13.1,55,76,72,28.1
54309,109448,EPA032,2021-02-05,8,2.5,18,0.95,13.6,57,75,84,34.4
54310,113792,EPA033,2021-02-05,8,6.7,17,0.93,14.5,57,81,80,28.7
54311,118136,EPA034,2021-02-05,8,2.7,17.5,0.67,11.5,50,91,85,25.4
54312,122480,EPA035,2021-02-05,8,5.9,16.6,0.46,11.3,39,95,94,27.2
54313,126824,EPA036,2021-02-05,8,1.9,16.6,0.81,13.9,43,78,65,20.5
54314,131168,EPA037,2021-02-05,8,3.2,16.9,0.8,10.8,63,81,101,20.2
54315,135512,EPA038,2021-02-05,8,2.1,16.3,0.56,13.7,50,87,87,16.4
54316,139856,EPA039,2021-02-05,8,1.9,15.5,0.67,5.6,42,94,76,17.1
54317,148544,EPA040,2021-02-05,8,3,16,0.71,12.1,39,93,77,14.4
54318,152888,EPA041,2021-02-05,8,2.8,16.5,0.51,10.9,45,97,78,20.1
54319,157232,EPA042,2021-02-05,8,1.5,15.4,0.52,7,49,85,70,19
54320,161576,EPA043,2021-02-05,8,2,15.1,0.85,5.6,61,95,83,20.1
54321,165920,EPA044,2021-02-05,8,1.5,15.4,0.55,5.8,45,89,75,23.2
54322,170264,EPA045,2021-02-05,8,3,17.4,0.83,8.5,85,89,134,31.1
54323,174608,EPA046,2021-02-05,8,4.1,18.2,0.88,22.3,75,86,110,23.7
54324,178952,EPA047,2021-02-05,8,1,18.9,0.52,31,31,81,55,12.6
54325,183296,EPA048,2021-02-05,8,4.3,17.9,0.84,8.2,76,88,120,32.1
54326,187640,EPA049,2021-02-05,8,3.6,19.4,0.53,30.6,51,81,81,20.4
54327,196328,EPA050,2021-02-05,8,4.6,20.5,0.96,24.3,49,67,78,31.7
54328,200672,EPA051,2021-02-05,8,4.2,19.3,0.67,18.9,62,85,103,33.7
54329,205016,EPA052,2021-02-05,8,4.3,19.9,0.64,31.3,55,83,101,25.9
54330,209360,EPA053,2021-02-05,8,4.8,18.1,0.7,12.3,69,83,111,30.7
54331,213704,EPA054,2021-02-05,8,4.3,19.5,0.51,19.4,49,86,89,24.9
54332,218048,EPA056,2021-02-05,8,3.1,20,0.54,36.4,38,80,67,13.5
54333,222392,EPA057,2021-02-05,8,2.55,20.2,0.61,35,37,77,72,23.15
54334,226736,EPA058,2021-02-05,8,3.8,20,0.51,30.2,36,75,77,28.4
54335,231080,EPA059,2021-02-05,8,1.3,19.3,0.64,24.7,44,72,75,21.3
54336,239768,EPA060,2021-02-05,8,2.6,18.2,0.6,21.9,53,82,73,13.8
54337,244112,EPA061,2021-02-05,8,1.1,19.8,0.13,47.9,12,84,10,1
54338,248456,EPA062,2021-02-05,8,1.2,19.7,0.39,30,18,74,31,6.2
54339,252800,EPA063,2021-02-05,8,0.5,19.2,0.38,16.5,10,71,21,8.9
54340,257144,EPA064,2021-02-05,8,1.2,15.3,0.14,40.8,11,100,15,0
54341,261488,EPA065,2021-02-05,8,1.169230769,18.8,0.24,17.4,11,73,26,8.6
54342,265832,EPA066,2021-02-05,8,3,18.7,0.46,15,12,88,31,25.1
54343,270176,EPA067,2021-02-05,8,2.4,21.7,1.65,16.3,17,62,32,38.1
54344,274520,EPA068,2021-02-05,8,3.2,19.9,2.14,7,22,71,47,39.35
54345,278864,EPA069,2021-02-05,8,2.9,17.1,0.57,26.5,51,81,68,16.7
54346,287552,EPA070,2021-02-05,8,2.3,21.1,1.09,24.3,16,66,32,23.7
54347,291896,EPA071,2021-02-05,8,3,20.2,0.77,32.6,39,78,72,21
54348,296240,EPA072,2021-02-05,8,1.5,14.4,0.79,15.1,46,76,66,21.5
54349,300584,EPA075,2021-02-05,8,4.5,15.1,0.62,52.6,48,73,103,11.9
54350,304928,EPA077,2021-02-05,8,1.4,17.4,0.27,34.5,24,68,42,10.8
54351,309272,EPA078,2021-02-05,8,2.6,16,0.34,46.2,35,87,68,4.9
54352,317960,EPA080,2021-02-05,8,1.2,16.9,0.24,19.6,16,86,27,6.5
54353,872,EPA001,2021-02-06,8,2.1,17.8,0.58,13,29,82,34,20.2
54354,48656,EPA002,2021-02-06,8,2.9,17.9,0.9,7.4,34,84,53,30.6
54355,96440,EPA003,2021-02-06,8,2.4,17.4,0.46,26.1,27,78,42,12
54356,144224,EPA004,2021-02-06,8,1,18,0.56,23.2,17,76,19,12.7
54357,192008,EPA005,2021-02-06,8,5,16.3,1.03,7.9,50,83,68,35.3
54358,235448,EPA006,2021-02-06,8,5.6,17.6,0.94,9,38,74,55,34.8
54359,283232,EPA007,2021-02-06,8,12.1,17.3,1.28,10.8,55,78,69,37.5
54360,313640,EPA008,2021-02-06,8,3.4,18.6,1.29,8,57,79,69,37.2
54361,331016,EPA009,2021-02-06,8,1.4,16.1,0.7,21.9,84,89,115,21.6
54362,5216,EPA010,2021-02-06,8,2.8,18.4,0.83,9.4,40,89,72,30.4
54363,9560,EPA011,2021-02-06,8,2.1,18.5,0.77,12.9,35,84,63,25.9
54364,13904,EPA012,2021-02-06,8,0.5,18.5,0.52,22.2,21,74,24,19.2
54365,18248,EPA013,2021-02-06,8,0.5,18.1,0.6,19.4,22,70,25,17.9
54366,22592,EPA014,2021-02-06,8,0.5,17.3,0.5,16.5,15,75,24,14.3
54367,26936,EPA015,2021-02-06,8,1.2,17.7,0.65,14.1,22,76,34,21.9
54368,35624,EPA017,2021-02-06,8,9.3,17.7,0.95,9.6,82,83,116,52.7
54369,39968,EPA018,2021-02-06,8,2.6,16.6,0.76,17.8,89,94,129,25.3
54370,44312,EPA019,2021-02-06,8,1.5,14.5,0.5,23.5,68,88,97,18.7
54371,53000,EPA020,2021-02-06,8,3.4,17.7,0.78,13.8,35,76,47,31.7
54372,57344,EPA021,2021-02-06,8,0,18.1,0.51,28.4,18,63,27,16.4
54373,61688,EPA022,2021-02-06,8,2.8,15.2,0.6,13.4,48,87,63,25
54374,66032,EPA023,2021-02-06,8,1.8,16,0.54,21.5,24,79,34,18.8
54375,70376,EPA024,2021-02-06,8,1.4,16.1,0.7,21.9,84,89,115,21.6
54376,74720,EPA025,2021-02-06,8,2,14.2,0.71,7.7,88,94,124,25.2
54377,79064,EPA026,2021-02-06,8,1.6,15,0.81,6.2,55,100,61,27.5
54378,83408,EPA027,2021-02-06,8,1.7,18.2,0.33,37.2,27,63,39,9.3
54379,87752,EPA028,2021-02-06,8,2.2,16.9,0.54,32.7,33,71,53,16.9
54380,92096,EPA029,2021-02-06,8,2.3,16.5,0.91,13.6,83,82,112,27.8
54381,100784,EPA030,2021-02-06,8,4.3,17,0.94,8.2,76,76,93,28.7
54382,105128,EPA031,2021-02-06,8,3,18.9,0.94,10.4,80,78,99,30
54383,109472,EPA032,2021-02-06,8,2.9,18.5,0.73,15.7,78,76,97,27.9
54384,113816,EPA033,2021-02-06,8,3.2,18.3,1.29,17.6,66,76,78,31.1
54385,118160,EPA034,2021-02-06,8,5,18.1,0.91,11.9,128,91,183,33.4
54386,122504,EPA035,2021-02-06,8,2.5,17.2,0.65,11.3,103,94,144,31.9
54387,126848,EPA036,2021-02-06,8,1.7,16.9,0.6,19.8,39,75,51,14.7
54388,131192,EPA037,2021-02-06,8,2.2,18.9,0.65,20.9,40,65,62,20.1
54389,135536,EPA038,2021-02-06,8,2.3,18.5,0.47,22.6,54,75,87,15.5
54390,139880,EPA039,2021-02-06,8,3.1,18.1,0.72,30.4,69,82,102,18
54391,148568,EPA040,2021-02-06,8,2.7,18.6,0.5,25.4,54,81,90,13
54392,152912,EPA041,2021-02-06,8,1.2,17.4,0.49,22.6,74,97,118,17.5
54393,157256,EPA042,2021-02-06,8,3.9,18.7,0.65,31.4,42,66,62,20.8
54394,161600,EPA043,2021-02-06,8,2.3,17.9,0.67,10.6,27,74,48,25.5
54395,165944,EPA044,2021-02-06,8,5.3,17.4,0.52,13.1,39,85,55,25
54396,170288,EPA045,2021-02-06,8,2.2,19.4,0.6,17.2,37,70,57,26.6
54397,174632,EPA046,2021-02-06,8,4,20.6,0.93,35.9,37,66,56,28.6
54398,178976,EPA047,2021-02-06,8,1.7,18.5,0.48,26.1,31,80,49,10.2
54399,183320,EPA048,2021-02-06,8,2.1,18.8,0.54,21.5,40,84,62,19.4
54400,187664,EPA049,2021-02-06,8,3.5,20.6,0.73,20.8,41,75,76,34.5
54401,196352,EPA050,2021-02-06,8,3,20,0.94,33.1,48,67,74,27.1
54402,200696,EPA051,2021-02-06,8,4.3,19.5,0.48,23.4,49,82,78,23.5
54403,205040,EPA052,2021-02-06,8,1.9,19.1,0.47,29.9,41,82,70,10.2
54404,209384,EPA053,2021-02-06,8,3.8,19.8,0.53,25.6,37,69,56,30.4
54405,213728,EPA054,2021-02-06,8,2.3,20.9,0.82,34.2,32,79,67,27.9
54406,218072,EPA056,2021-02-06,8,3.1,20.8,0.75,42,45,68,61,24.9
54407,222416,EPA057,2021-02-06,8,4.4,21.1,0.93,23.3,48,67,64,44.8
54408,226760,EPA058,2021-02-06,8,4.7,20.6,0.62,32,45,69,78,33.8
54409,231104,EPA059,2021-02-06,8,1.7,19.9,0.54,30.1,34,64,51,16.7
54410,239792,EPA060,2021-02-06,8,1.8,19.1,0.41,37.6,37,73,68,9.7
54411,244136,EPA061,2021-02-06,8,0.5,21.6,0.1,41.5,9,80,17,0.9
54412,248480,EPA062,2021-02-06,8,0.5,20.2,0.29,24.5,4,64,5,4.2
54413,252824,EPA063,2021-02-06,8,0.5,18.8,0.25,16.9,8,73,12,3.7
54414,257168,EPA064,2021-02-06,8,1.5,17.5,0.22,57.1,17,60,21,1.4
54415,261512,EPA065,2021-02-06,8,1.9,18.9,0.33,21,19,68,38,15.1
54416,265856,EPA066,2021-02-06,8,1.9,19,0.53,9.8,17,84,59,17.9
54417,270200,EPA067,2021-02-06,8,2.3,18.3,1.58,21.9,68,77,85,42.7
54418,274544,EPA068,2021-02-06,8,4.7,18.1,2.05,7.7,57,73,72,39.65
54419,278888,EPA069,2021-02-06,8,3.1,17,0.56,27.2,37,74,53,17.7
54420,287576,EPA070,2021-02-06,8,1.8,18.1,0.8,17.6,20,71,26,20.3
54421,291920,EPA071,2021-02-06,8,5,21.1,1.23,20,53,72,76,46.9
54422,296264,EPA072,2021-02-06,8,1,14.2,0.65,12.6,39,79,52,16.2
54423,300608,EPA075,2021-02-06,8,3.1,15.1,0.44,22.5,35,90,59,15.5
54424,304952,EPA077,2021-02-06,8,1.5,14.6,0.4,41.2,37,94,43,12.2
54425,309296,EPA078,2021-02-06,8,0.5,17.7,0.34,59.3,31,89,62,5.2
54426,317984,EPA080,2021-02-06,8,1.2,15.6,0.33,13.2,11,88,26,6.1
54427,896,EPA001,2021-02-07,8,3.2,19.9,1.27,13.8,19,87,27,24.8
54428,48680,EPA002,2021-02-07,8,2.4,20.4,0.59,28.7,24,88,37,23.4
54429,96464,EPA003,2021-02-07,8,2,20.3,0.3,24.7,13,82,19,9.4
54430,144248,EPA004,2021-02-07,8,1.4,20.5,0.52,29.1,13,72,25,14.4
54431,192032,EPA005,2021-02-07,8,3.6,16.8,0.7,12.9,35,79,46,23.2
54432,235472,EPA006,2021-02-07,8,4.2,19.1,0.97,11.3,36,71,45,32.3
54433,283256,EPA007,2021-02-07,8,4.5,18.9,0.71,19.7,32,73,32,24.15
54434,313664,EPA008,2021-02-07,8,2.3,19.8,1,14.8,29,74,39,27.4
54435,331040,EPA009,2021-02-07,8,1.2,16.4,0.68,16.7,49,88,58,22
54436,5240,EPA010,2021-02-07,8,3.1,15.6,0.53,9.9,33,88,39,22.2
54437,9584,EPA011,2021-02-07,8,3,20.3,1.07,10,47,81,76,39.1
54438,13928,EPA012,2021-02-07,8,3.1,21.5,1.09,13.4,23,75,29,32.4
54439,18272,EPA013,2021-02-07,8,3.7,20.1,0.86,12,17,74,27,28.8
54440,22616,EPA014,2021-02-07,8,1.8,19.4,0.56,14.6,15,78,25,20.2
54441,26960,EPA015,2021-02-07,8,2.1,19.9,0.46,19.7,19,81,32,15.3
54442,35648,EPA017,2021-02-07,8,7.5,17.9,0.95,13,46,81,66,35.2
54443,39992,EPA018,2021-02-07,8,3.4,14.6,0.81,9.8,61,100,66,23.1
54444,44336,EPA019,2021-02-07,8,3.9,13.8,0.7,10.7,53,88,71,19.2
54445,53024,EPA020,2021-02-07,8,3,18.1,0.78,20.6,37,78,49,23.8
54446,57368,EPA021,2021-02-07,8,0.5,18.1,0.35,35.6,19,64,24,7.6
54447,61712,EPA022,2021-02-07,8,1.3,14.8,0.59,18.4,48,91,50,13.1
54448,66056,EPA023,2021-02-07,8,1.9,15.7,0.51,23.5,35,91,38,12.7
54449,70400,EPA024,2021-02-07,8,1.2,16.4,0.68,16.7,49,88,58,22
54450,74744,EPA025,2021-02-07,8,1.2,14.6,0.54,20.6,33,95,40,10.6
54451,79088,EPA026,2021-02-07,8,1.9,16.1,0.57,18.4,35,98,43,13.2
54452,83432,EPA027,2021-02-07,8,3.2,16.7,0.41,39.5,38,80,43,8.8
54453,87776,EPA028,2021-02-07,8,2.9,16.3,0.83,24.7,42,66,56,18.2
54454,92120,EPA029,2021-02-07,8,0,15.8,0.46,29.6,26,89,36,9.1
54455,100808,EPA030,2021-02-07,8,3.2,16.5,0.83,10.6,65,75,75,22.7
54456,105152,EPA031,2021-02-07,8,1.7,17.2,0.58,26,43,88,45,14.9
54457,109496,EPA032,2021-02-07,8,1.4,17.1,0.46,30.7,47,88,48,11.6
54458,113840,EPA033,2021-02-07,8,3.4,16.8,0.62,23.3,47,86,52,20.4
54459,118184,EPA034,2021-02-07,8,5.1,18.2,0.56,31.9,42,95,56,10.4
54460,122528,EPA035,2021-02-07,8,2.5,17.2,0.62,24.9,57,94,69,8.7
54461,126872,EPA036,2021-02-07,8,1.9,15.1,0.66,14.5,79,91,88,15.4
54462,131216,EPA037,2021-02-07,8,3.2,15.6,0.55,17.5,86,86,115,11.2
54463,135560,EPA038,2021-02-07,8,1.8,16.5,0.65,26.7,70,91,82,11.8
54464,139904,EPA039,2021-02-07,8,1.7,16.6,0.66,24.2,75,89,93,13.9
54465,148592,EPA040,2021-02-07,8,1.9,17,0.58,20.5,80,88,102,12.1
54466,152936,EPA041,2021-02-07,8,1.5,18.1,0.42,38.5,49,91,50,7.5
54467,157280,EPA042,2021-02-07,8,1.8,16.4,0.58,16.6,79,81,94,16.5
54468,161624,EPA043,2021-02-07,8,2.6,16,0.57,18.6,83,89,101,15.6
54469,165968,EPA044,2021-02-07,8,1.1,15.7,0.67,16.2,112,89,132,13.8
54470,170312,EPA045,2021-02-07,8,1.7,16.3,0.58,17.6,108,90,123,12.7
54471,174656,EPA046,2021-02-07,8,1.2,16.2,0.61,16.7,104,90,114,17.3
54472,179000,EPA047,2021-02-07,8,1,19.1,0.39,35.1,27,71,38,8.5
54473,183344,EPA048,2021-02-07,8,1.7,16.2,0.65,11.2,85,89,91,14.5
54474,187688,EPA049,2021-02-07,8,3.7,18.6,0.62,17.6,52,77,75,22.1
54475,196376,EPA050,2021-02-07,8,2.1,20,0.68,30.6,36,64,52,21
54476,200720,EPA051,2021-02-07,8,1.5,19.8,0.32,33,29,69,50,14.1
54477,205064,EPA052,2021-02-07,8,2.9,20.4,0.3,37.3,31,68,51,13.5
54478,209408,EPA053,2021-02-07,8,1.4,16.8,0.52,16.3,56,83,72,14.1
54479,213752,EPA054,2021-02-07,8,2.7,19,0.65,30.4,47,78,67,14
54480,218096,EPA056,2021-02-07,8,3.5,19.7,0.66,33.1,57,71,71,15.3
54481,222440,EPA057,2021-02-07,8,5.4,20.8,0.71,27.4,47,67,69,31.8
54482,226784,EPA058,2021-02-07,8,4,20.1,0.77,32.8,45,67,67,28.6
54483,231128,EPA059,2021-02-07,8,1.5,19.8,0.37,31.5,25,63,49,12
54484,239816,EPA060,2021-02-07,8,2.4,19.3,0.42,32.1,33,69,54,7.5
54485,244160,EPA061,2021-02-07,8,0.5,22.5,0.11,45.6,7,72,16,0.9
54486,248504,EPA062,2021-02-07,8,1.3,21,0.29,31.4,10,56,11,2.7
54487,252848,EPA063,2021-02-07,8,0.5,20.3,0.22,27.2,9,61,11,3.4
54488,257192,EPA064,2021-02-07,8,1.6,16.9,0.2,45.4,12,99,17,2
54489,261536,EPA065,2021-02-07,8,1.9,19.9,0.26,30.2,15,71,25,5.2
54490,265880,EPA066,2021-02-07,8,1.7,19.8,0.43,18.1,22,80,33,13.8
54491,270224,EPA067,2021-02-07,8,3,20.2,2.03,16.7,39,69,43,43.8
54492,274568,EPA068,2021-02-07,8,3.2,18.3,1.6,10,43,75,56,36.3
54493,278912,EPA069,2021-02-07,8,1.2,14.9,0.56,15.2,54,89,61,14.2
54494,287600,EPA070,2021-02-07,8,2.5,20.3,1.22,12.9,23,73,26,29.3
54495,291944,EPA071,2021-02-07,8,5.3,21,0.96,25.2,51,70,70,34.2
54496,296288,EPA072,2021-02-07,8,2.3,14.5,0.68,21.4,38,75,52,15.1
54497,300632,EPA075,2021-02-07,8,1.8,15.7,0.46,48.3,34,89,41,6.8
54498,304976,EPA077,2021-02-07,8,3.2,16.7,0.54,29.5,64,89,86,12.2
54499,309320,EPA078,2021-02-07,8,1.1,17.1,0.37,53,34,89,48,2.7
54500,318008,EPA080,2021-02-07,8,0.5,17.3,0.26,21.2,8,76,23,4.8
54501,920,EPA001,2021-02-08,8,1.4,20.8,0.29,49,11,75,21,5.6
54502,48704,EPA002,2021-02-08,8,1.4,19.2,0.46,20.1,16,93,26,35.2
54503,96488,EPA003,2021-02-08,8,1.2,21,0.25,56.6,12,73,27,2.8
54504,144272,EPA004,2021-02-08,8,1.6,20.8,0.52,39.2,15,78,19,15.6
54505,192056,EPA005,2021-02-08,8,1.3,20.3,0.52,40,18,74,22,15.7
54506,235496,EPA006,2021-02-08,8,1.6,20.8,0.65,24.3,16,74,22,27.45
54507,283280,EPA007,2021-02-08,8,2.6,20.9,0.52,38.7,15,70,27,18.3
54508,313688,EPA008,2021-02-08,8,1.7,21.6,0.47,40.6,20,73,26,12.9
54509,331064,EPA009,2021-02-08,8,2.3,19.3,0.76,11.6,23,76,33,27
54510,5264,EPA010,2021-02-08,8,1.4,20.9,0.3,50.5,16,76,21,5.2
54511,9608,EPA011,2021-02-08,8,1.6,22.5,0.29,46.9,14,75,34,12.7
54512,13952,EPA012,2021-02-08,8,2,21.1,0.76,29.8,18,78,25,25.6
54513,18296,EPA013,2021-02-08,8,1.7,20.8,0.52,28.9,20,80,30,26.3
54514,22640,EPA014,2021-02-08,8,1.3,20,0.51,30.5,16,78,28,21
54515,26984,EPA015,2021-02-08,8,1.6,19.9,0.66,16.7,17,82,32,34
54516,35672,EPA017,2021-02-08,8,3.3,20.8,0.62,38.1,17,76,29,18
54517,40016,EPA018,2021-02-08,8,4.6,20.5,0.38,35.2,19,76,67,26.6
54518,44360,EPA019,2021-02-08,8,7.4,19.7,0.28,41,22,74,41,10
54519,53048,EPA020,2021-02-08,8,3.9,21,0.57,40.9,20,75,30,14.4
54520,57392,EPA021,2021-02-08,8,2,19.8,0.44,40,16,83,27,12.3
54521,61736,EPA022,2021-02-08,8,1.8,21,0.39,42.6,19,74,28,11.6
54522,66080,EPA023,2021-02-08,8,3.6,18.1,0.49,23.7,18,82,38,12.7
54523,70424,EPA024,2021-02-08,8,2.3,19.3,0.76,11.6,23,76,33,27
54524,74768,EPA025,2021-02-08,8,3.2,17.7,0.78,8.6,39,86,45,21.6
54525,79112,EPA026,2021-02-08,8,4.4,17.2,0.83,6.2,41,90,53,23.2
54526,83456,EPA027,2021-02-08,8,2.7,17,0.38,32.6,39,85,43,9.4
54527,87800,EPA028,2021-02-08,8,1.6,18.1,0.73,20.7,41,66,64,27.4
54528,92144,EPA029,2021-02-08,8,2.9,17.6,0.84,12.3,51,83,79,24.5
54529,100832,EPA030,2021-02-08,8,3.8,16.8,1.14,3.8,59,79,95,30.3
54530,105176,EPA031,2021-02-08,8,3.8,19.1,1.28,7.8,67,77,84,37.6
54531,109520,EPA032,2021-02-08,8,2.8,19.2,1.16,12.9,73,74,95,36
54532,113864,EPA033,2021-02-08,8,5.5,16.3,1.39,5.2,73,88,87,24
54533,118208,EPA034,2021-02-08,8,2.1,18.4,0.85,7.7,75,93,114,29.4
54534,122552,EPA035,2021-02-08,8,2.2,16.5,0.68,12,53,95,77,13
54535,126896,EPA036,2021-02-08,8,2.4,17,1.02,9.5,48,80,74,20.7
54536,131240,EPA037,2021-02-08,8,2.9,15.8,0.89,11,65,94,77,12.8
54537,135584,EPA038,2021-02-08,8,1.9,17.7,0.62,21.5,97,90,138,14.3
54538,139928,EPA039,2021-02-08,8,2,17.8,0.59,26.7,75,95,115,13.5
54539,148616,EPA040,2021-02-08,8,2.055932203,17.9,0.51,23.8,71,95,97,9.1
54540,152960,EPA041,2021-02-08,8,1.7,18.9,0.56,30.4,85,93,100,9.9
54541,157304,EPA042,2021-02-08,8,1.8,16.9,0.69,25.2,64,91,67,16.9
54542,161648,EPA043,2021-02-08,8,0.5,16.2,0.61,16.1,52,96,82,16
54543,165992,EPA044,2021-02-08,8,2.8,15.7,0.78,10.6,52,91,68,16
54544,170336,EPA045,2021-02-08,8,0.5,16.8,0.73,11.4,64,95,89,21.2
54545,174680,EPA046,2021-02-08,8,1.6,16.9,1.03,11.3,81,93,83,25.3
54546,179024,EPA047,2021-02-08,8,2,18.8,0.49,25.2,32,77,49,11.2
54547,183368,EPA048,2021-02-08,8,2.2,16.6,0.91,4.1,76,92,95,22.7
54548,187712,EPA049,2021-02-08,8,3.2,19,0.98,13.4,74,81,90,30.5
54549,196400,EPA050,2021-02-08,8,5,20.4,1.59,7.3,67,69,99,45.6
54550,200744,EPA051,2021-02-08,8,2.6,20.1,0.558518519,24.6,43,72,69,29
54551,205088,EPA052,2021-02-08,8,3,20.1,0.65,23.1,48,76,83,26.3
54552,209432,EPA053,2021-02-08,8,1.4,17.3,0.8,13.8,58,87,74,21.1
54553,213776,EPA054,2021-02-08,8,2.8,18.8,1,16.4,65,90,98,22
54554,218120,EPA056,2021-02-08,8,2.7,19.5,0.84,18,79,88,102,23.2
54555,222464,EPA057,2021-02-08,8,2.2,20.5,1.19,14,78,82,107,34.7
54556,226808,EPA058,2021-02-08,8,5.3,20.7,1.24,16.5,66,73,99,47.6
54557,231152,EPA059,2021-02-08,8,1.2,20.2,0.62,22.2,37,66,61,21.3
54558,239840,EPA060,2021-02-08,8,2.7,19.2,0.44,33.1,42,74,58,10.2
